date,city,temperature_c,rainfall_mm,weather_condition
2023-05-08,Ekpoma,27.5,9.3,Rainy
2023-05-09,Ekpoma,27.3,7.9,Rainy
2023-05-10,Ekpoma,27.3,14.8,Rainy
2023-05-11,Ekpoma,30.1,0.0,Sunny
2023-05-12,Ekpoma,29.0,2.4,Cloudy
2023-05-13,Ekpoma,28.0,5.7,Rainy
2023-05-14,Ekpoma,27.6,8.8,Rainy
2023-05-15,Ekpoma,30.1,6.8,Rainy
2023-05-16,Ekpoma,29.0,8.3,Rainy
2023-05-17,Ekpoma,30.2,7.3,Rainy
2023-05-18,Ekpoma,27.0,1.1,Cloudy
2023-05-19,Ekpoma,28.6,0.0,Sunny
2023-05-20,Ekpoma,29.3,12.1,Rainy
2023-05-21,Ekpoma,30.9,8.7,Rainy
2023-05-22,Ekpoma,30.1,16.1,Rainy
2023-05-23,Ekpoma,30.3,9.6,Rainy
2023-05-24,Ekpoma,26.8,11.7,Rainy
2023-05-25,Ekpoma,29.6,4.6,Rainy
2023-05-26,Ekpoma,28.5,2.3,Cloudy
2023-05-27,Ekpoma,30.9,4.9,Rainy
2023-05-28,Ekpoma,28.2,1.1,Cloudy
2023-05-29,Ekpoma,29.3,3.2,Rainy
2023-05-30,Ekpoma,28.1,0.0,Sunny
2023-05-31,Ekpoma,30.4,4.3,Rainy
2023-06-01,Ekpoma,27.4,3.6,Rainy
2023-06-02,Ekpoma,29.8,5.1,Rainy
2023-06-03,Ekpoma,29.3,5.2,Rainy
2023-06-04,Ekpoma,27.1,9.7,Rainy
2023-06-05,Ekpoma,26.4,7.3,Rainy
2023-06-06,Ekpoma,29.9,3.9,Rainy
2023-06-07,Ekpoma,29.5,3.6,Rainy
2023-06-08,Ekpoma,29.5,10.0,Rainy
2023-06-09,Ekpoma,27.8,8.4,Rainy
2023-06-10,Ekpoma,31.5,6.3,Rainy
2023-06-11,Ekpoma,28.2,16.3,Rainy
2023-06-12,Ekpoma,29.1,6.2,Rainy
2023-06-13,Ekpoma,29.4,7.2,Rainy
2023-06-14,Ekpoma,28.5,5.9,Rainy
2023-06-15,Ekpoma,30.4,3.1,Rainy
2023-06-16,Ekpoma,28.4,3.5,Rainy
2023-06-17,Ekpoma,27.4,1.6,Cloudy
2023-06-18,Ekpoma,27.9,5.0,Rainy
2023-06-19,Ekpoma,30.3,12.3,Rainy
2023-06-20,Ekpoma,29.1,7.3,Rainy
2023-06-21,Ekpoma,29.4,0.0,Sunny
2023-06-22,Ekpoma,27.3,8.8,Rainy
2023-06-23,Ekpoma,30.3,9.2,Rainy
2023-06-24,Ekpoma,28.7,0.0,Sunny
2023-06-25,Ekpoma,27.5,0.6,Cloudy
2023-06-26,Ekpoma,29.9,3.2,Rainy
2023-06-27,Ekpoma,31.5,12.3,Rainy
2023-06-28,Ekpoma,31.5,0.4,Cloudy
2023-06-29,Ekpoma,29.7,2.6,Cloudy
2023-06-30,Ekpoma,29.5,1.0,Cloudy
2023-07-01,Ekpoma,28.8,1.1,Cloudy
2023-07-02,Ekpoma,24.1,15.2,Rainy
2023-07-03,Ekpoma,27.7,0.0,Sunny
2023-07-04,Ekpoma,26.8,2.1,Cloudy
2023-07-05,Ekpoma,27.0,9.0,Rainy
2023-07-06,Ekpoma,28.0,6.3,Rainy
2023-07-07,Ekpoma,27.0,10.4,Rainy
2023-07-08,Ekpoma,24.1,1.3,Cloudy
2023-07-09,Ekpoma,25.5,10.0,Rainy
2023-07-10,Ekpoma,25.9,0.0,Sunny
2023-07-11,Ekpoma,27.8,0.5,Cloudy
2023-07-12,Ekpoma,26.5,16.9,Rainy
2023-07-13,Ekpoma,28.2,3.9,Rainy
2023-07-14,Ekpoma,26.8,9.5,Rainy
2023-07-15,Ekpoma,28.0,5.4,Rainy
2023-07-16,Ekpoma,27.2,0.0,Sunny
2023-07-17,Ekpoma,24.5,4.1,Rainy
2023-07-18,Ekpoma,26.1,7.9,Rainy
2023-07-19,Ekpoma,27.3,1.1,Cloudy
2023-07-20,Ekpoma,27.2,2.9,Cloudy
2023-07-21,Ekpoma,30.1,6.9,Rainy
2023-07-22,Ekpoma,24.7,14.1,Rainy
2023-07-23,Ekpoma,26.1,0.1,Cloudy
2023-07-24,Ekpoma,30.2,6.7,Rainy
2023-07-25,Ekpoma,28.1,8.7,Rainy
2023-07-26,Ekpoma,26.7,2.1,Cloudy
2023-07-27,Ekpoma,26.4,13.0,Rainy
2023-07-28,Ekpoma,27.3,11.6,Rainy
2023-07-29,Ekpoma,26.9,1.2,Cloudy
2023-07-30,Ekpoma,24.8,8.2,Rainy
2023-07-31,Ekpoma,29.5,0.6,Cloudy
2023-08-01,Ekpoma,27.8,0.0,Sunny
2023-08-02,Ekpoma,26.2,6.3,Rainy
2023-08-03,Ekpoma,24.4,4.9,Rainy
2023-08-04,Ekpoma,25.7,8.0,Rainy
2023-08-05,Ekpoma,26.8,9.7,Rainy
2023-08-06,Ekpoma,26.6,0.0,Sunny
2023-08-07,Ekpoma,24.8,0.0,Sunny
2023-08-08,Ekpoma,27.9,17.8,Rainy
2023-08-09,Ekpoma,27.7,13.4,Rainy
2023-08-10,Ekpoma,28.7,2.4,Cloudy
2023-08-11,Ekpoma,28.9,2.6,Cloudy
2023-08-12,Ekpoma,26.3,4.0,Rainy
2023-08-13,Ekpoma,26.8,8.3,Rainy
2023-08-14,Ekpoma,26.0,9.4,Rainy
2023-08-15,Ekpoma,28.3,6.7,Rainy
2023-08-16,Ekpoma,29.9,11.4,Rainy
2023-08-17,Ekpoma,28.6,5.3,Rainy
2023-08-18,Ekpoma,27.5,7.6,Rainy
2023-08-19,Ekpoma,27.0,3.1,Rainy
2023-08-20,Ekpoma,23.4,8.6,Rainy
2023-08-21,Ekpoma,28.6,0.0,Sunny
2023-08-22,Ekpoma,27.9,2.0,Cloudy
2023-08-23,Ekpoma,26.5,11.6,Rainy
2023-08-24,Ekpoma,25.5,0.0,Cloudy
2023-08-25,Ekpoma,29.7,4.3,Rainy
2023-08-26,Ekpoma,28.9,0.0,Sunny
2023-08-27,Ekpoma,24.7,0.4,Cloudy
2023-08-28,Ekpoma,26.3,0.0,Sunny
2023-08-29,Ekpoma,27.6,7.2,Rainy
2023-08-30,Ekpoma,25.7,0.9,Cloudy
2023-08-31,Ekpoma,26.0,0.0,Sunny
2023-09-01,Ekpoma,22.7,4.6,Rainy
2023-09-02,Ekpoma,26.4,3.4,Rainy
2023-09-03,Ekpoma,25.5,9.1,Rainy
2023-09-04,Ekpoma,30.6,0.8,Cloudy
2023-09-05,Ekpoma,29.1,6.8,Rainy
2023-09-06,Ekpoma,27.1,3.3,Rainy
2023-09-07,Ekpoma,26.9,10.7,Rainy
2023-09-08,Ekpoma,25.3,3.6,Rainy
2023-09-09,Ekpoma,28.9,9.9,Rainy
2023-09-10,Ekpoma,25.3,4.1,Rainy
2023-09-11,Ekpoma,28.1,8.3,Rainy
2023-09-12,Ekpoma,28.5,6.9,Rainy
2023-09-13,Ekpoma,27.8,6.7,Rainy
2023-09-14,Ekpoma,29.4,2.9,Cloudy
2023-09-15,Ekpoma,27.1,0.0,Sunny
2023-09-16,Ekpoma,25.2,6.6,Rainy
2023-09-17,Ekpoma,25.9,4.7,Rainy
2023-09-18,Ekpoma,29.4,12.8,Rainy
2023-09-19,Ekpoma,30.3,13.2,Rainy
2023-09-20,Ekpoma,30.6,7.2,Rainy
2023-09-21,Ekpoma,25.6,0.0,Sunny
2023-09-22,Ekpoma,29.1,5.3,Rainy
2023-09-23,Ekpoma,27.2,2.3,Cloudy
2023-09-24,Ekpoma,26.4,6.9,Rainy
2023-09-25,Ekpoma,25.4,6.3,Rainy
2023-09-26,Ekpoma,29.3,0.0,Sunny
2023-09-27,Ekpoma,24.7,8.4,Rainy
2023-09-28,Ekpoma,29.0,2.6,Cloudy
2023-09-29,Ekpoma,24.0,12.2,Rainy
2023-09-30,Ekpoma,25.8,3.2,Rainy
2023-10-01,Ekpoma,28.5,0.0,Sunny
2023-10-02,Ekpoma,26.7,0.0,Sunny
2023-10-03,Ekpoma,30.8,3.3,Rainy
2023-10-04,Ekpoma,28.9,0.0,Sunny
2023-10-05,Ekpoma,28.9,2.0,Cloudy
2023-10-06,Ekpoma,26.1,1.5,Cloudy
2023-10-07,Ekpoma,29.6,2.1,Cloudy
2023-10-08,Ekpoma,27.0,1.0,Cloudy
2023-10-09,Ekpoma,29.1,1.1,Cloudy
2023-10-10,Ekpoma,29.9,1.8,Cloudy
2023-10-11,Ekpoma,29.1,2.6,Cloudy
2023-10-12,Ekpoma,26.4,1.1,Cloudy
2023-10-13,Ekpoma,27.5,3.1,Rainy
2023-10-14,Ekpoma,28.7,0.6,Cloudy
2023-10-15,Ekpoma,26.1,0.0,Sunny
2023-10-16,Ekpoma,28.5,0.0,Sunny
2023-10-17,Ekpoma,29.0,0.0,Sunny
2023-10-18,Ekpoma,30.4,2.3,Cloudy
2023-10-19,Ekpoma,28.1,4.4,Rainy
2023-10-20,Ekpoma,29.4,0.0,Cloudy
2023-10-21,Ekpoma,28.1,0.0,Sunny
2023-10-22,Ekpoma,29.6,0.4,Cloudy
2023-10-23,Ekpoma,25.0,0.0,Sunny
2023-10-24,Ekpoma,29.3,4.2,Rainy
2023-10-25,Ekpoma,28.0,0.0,Sunny
2023-10-26,Ekpoma,25.9,3.8,Rainy
2023-10-27,Ekpoma,28.7,0.3,Cloudy
2023-10-28,Ekpoma,27.1,2.3,Cloudy
2023-10-29,Ekpoma,29.0,0.0,Sunny
2023-10-30,Ekpoma,26.3,0.0,Sunny
2023-10-31,Ekpoma,27.3,0.0,Sunny
2023-11-01,Ekpoma,30.4,0.0,Sunny
2023-11-02,Ekpoma,26.1,0.0,Sunny
2023-11-03,Ekpoma,27.7,0.0,Sunny
2023-11-04,Ekpoma,27.9,0.0,Sunny
2023-11-05,Ekpoma,29.7,1.2,Cloudy
2023-11-06,Ekpoma,31.2,0.5,Cloudy
2023-11-07,Ekpoma,23.3,3.9,Rainy
2023-11-08,Ekpoma,28.8,2.3,Cloudy
2023-11-09,Ekpoma,26.5,0.9,Cloudy
2023-11-10,Ekpoma,28.3,0.5,Cloudy
2023-11-11,Ekpoma,25.4,6.5,Rainy
2023-11-12,Ekpoma,29.3,1.8,Cloudy
2023-11-13,Ekpoma,30.0,2.3,Cloudy
2023-11-14,Ekpoma,27.0,3.5,Rainy
2023-11-15,Ekpoma,29.3,0.0,Sunny
2023-11-16,Ekpoma,29.2,0.5,Cloudy
2023-11-17,Ekpoma,28.3,2.2,Cloudy
2023-11-18,Ekpoma,30.1,0.0,Sunny
2023-11-19,Ekpoma,28.5,5.0,Rainy
2023-11-20,Ekpoma,27.7,1.4,Cloudy
2023-11-21,Ekpoma,31.0,2.3,Cloudy
2023-11-22,Ekpoma,25.8,0.0,Sunny
2023-11-23,Ekpoma,29.0,1.8,Cloudy
2023-11-24,Ekpoma,28.2,5.3,Rainy
2023-11-25,Ekpoma,27.1,0.9,Cloudy
2023-11-26,Ekpoma,25.1,3.3,Rainy
2023-11-27,Ekpoma,26.8,3.1,Rainy
2023-11-28,Ekpoma,29.4,5.7,Rainy
2023-11-29,Ekpoma,29.0,0.3,Cloudy
2023-11-30,Ekpoma,28.7,0.0,Sunny
2023-12-01,Ekpoma,28.5,0.6,Cloudy
2023-12-02,Ekpoma,27.9,0.0,Sunny
2023-12-03,Ekpoma,28.5,2.6,Cloudy
2023-12-04,Ekpoma,25.5,0.0,Sunny
2023-12-05,Ekpoma,28.3,0.0,Sunny
2023-12-06,Ekpoma,30.6,0.0,Sunny
2023-12-07,Ekpoma,26.6,0.6,Cloudy
2023-12-08,Ekpoma,28.2,0.0,Sunny
2023-12-09,Ekpoma,29.5,1.8,Cloudy
2023-12-10,Ekpoma,26.7,0.0,Sunny
2023-12-11,Ekpoma,25.7,0.0,Sunny
2023-12-12,Ekpoma,28.6,0.0,Sunny
2023-12-13,Ekpoma,30.7,1.1,Cloudy
2023-12-14,Ekpoma,26.0,0.0,Sunny
2023-12-15,Ekpoma,29.6,0.8,Cloudy
2023-12-16,Ekpoma,29.5,0.3,Cloudy
2023-12-17,Ekpoma,27.2,3.2,Rainy
2023-12-18,Ekpoma,26.7,2.0,Cloudy
2023-12-19,Ekpoma,27.7,2.8,Cloudy
2023-12-20,Ekpoma,30.7,0.2,Cloudy
2023-12-21,Ekpoma,27.2,2.3,Cloudy
2023-12-22,Ekpoma,26.4,4.2,Rainy
2023-12-23,Ekpoma,30.2,0.0,Sunny
2023-12-24,Ekpoma,25.6,0.0,Sunny
2023-12-25,Ekpoma,26.3,2.6,Cloudy
2023-12-26,Ekpoma,30.3,2.6,Cloudy
2023-12-27,Ekpoma,27.6,1.7,Cloudy
2023-12-28,Ekpoma,26.7,3.2,Rainy
2023-12-29,Ekpoma,28.6,2.5,Cloudy
2023-12-30,Ekpoma,26.9,0.7,Cloudy
2023-12-31,Ekpoma,29.1,3.9,Rainy
2024-01-01,Ekpoma,29.1,2.6,Cloudy
2024-01-02,Ekpoma,28.9,5.2,Rainy
2024-01-03,Ekpoma,29.4,2.3,Cloudy
2024-01-04,Ekpoma,30.2,6.2,Rainy
2024-01-05,Ekpoma,30.3,0.0,Sunny
2024-01-06,Ekpoma,31.0,2.2,Cloudy
2024-01-07,Ekpoma,29.8,0.0,Sunny
2024-01-08,Ekpoma,29.2,2.8,Cloudy
2024-01-09,Ekpoma,27.4,0.5,Cloudy
2024-01-10,Ekpoma,31.5,0.8,Cloudy
2024-01-11,Ekpoma,33.3,0.0,Sunny
2024-01-12,Ekpoma,28.6,0.0,Sunny
2024-01-13,Ekpoma,33.0,0.0,Sunny
2024-01-14,Ekpoma,27.0,0.0,Sunny
2024-01-15,Ekpoma,27.9,0.0,Sunny
2024-01-16,Ekpoma,30.1,2.6,Cloudy
2024-01-17,Ekpoma,29.7,1.1,Cloudy
2024-01-18,Ekpoma,29.1,0.0,Sunny
2024-01-19,Ekpoma,27.2,0.3,Cloudy
2024-01-20,Ekpoma,30.1,0.1,Cloudy
2024-01-21,Ekpoma,27.3,1.4,Cloudy
2024-01-22,Ekpoma,32.4,0.8,Cloudy
2024-01-23,Ekpoma,29.1,0.9,Cloudy
2024-01-24,Ekpoma,28.3,0.0,Sunny
2024-01-25,Ekpoma,30.7,3.0,Cloudy
2024-01-26,Ekpoma,29.8,0.0,Sunny
2024-01-27,Ekpoma,30.5,5.1,Rainy
2024-01-28,Ekpoma,29.6,0.6,Cloudy
2024-01-29,Ekpoma,28.7,2.0,Cloudy
2024-01-30,Ekpoma,29.0,3.0,Rainy
2024-01-31,Ekpoma,29.0,1.7,Cloudy
2024-02-01,Ekpoma,29.9,4.1,Rainy
2024-02-02,Ekpoma,30.6,3.8,Rainy
2024-02-03,Ekpoma,30.2,0.7,Cloudy
2024-02-04,Ekpoma,29.9,0.0,Sunny
2024-02-05,Ekpoma,30.8,0.0,Sunny
2024-02-06,Ekpoma,30.2,2.7,Cloudy
2024-02-07,Ekpoma,32.4,1.3,Cloudy
2024-02-08,Ekpoma,31.3,2.5,Cloudy
2024-02-09,Ekpoma,29.4,5.2,Rainy
2024-02-10,Ekpoma,29.1,1.2,Cloudy
2024-02-11,Ekpoma,32.2,3.9,Rainy
2024-02-12,Ekpoma,30.0,3.0,Cloudy
2024-02-13,Ekpoma,29.7,0.0,Cloudy
2024-02-14,Ekpoma,28.2,2.4,Cloudy
2024-02-15,Ekpoma,31.2,0.0,Sunny
2024-02-16,Ekpoma,30.4,6.3,Rainy
2024-02-17,Ekpoma,31.7,0.0,Sunny
2024-02-18,Ekpoma,31.5,0.0,Sunny
2024-02-19,Ekpoma,25.7,1.0,Cloudy
2024-02-20,Ekpoma,32.3,3.8,Rainy
2024-02-21,Ekpoma,30.6,0.0,Sunny
2024-02-22,Ekpoma,30.7,0.5,Cloudy
2024-02-23,Ekpoma,29.2,3.1,Rainy
2024-02-24,Ekpoma,29.2,3.3,Rainy
2024-02-25,Ekpoma,29.1,5.1,Rainy
2024-02-26,Ekpoma,27.5,0.0,Sunny
2024-02-27,Ekpoma,29.8,0.0,Sunny
2024-02-28,Ekpoma,26.1,0.0,Sunny
2024-02-29,Ekpoma,29.6,0.5,Cloudy
2024-03-01,Ekpoma,30.5,0.6,Cloudy
2024-03-02,Ekpoma,30.4,0.1,Cloudy
2024-03-03,Ekpoma,31.1,2.2,Cloudy
2024-03-04,Ekpoma,29.5,2.1,Cloudy
2024-03-05,Ekpoma,29.7,0.0,Sunny
2024-03-06,Ekpoma,31.4,0.0,Sunny
2024-03-07,Ekpoma,31.3,1.6,Cloudy
2024-03-08,Ekpoma,29.9,0.0,Sunny
2024-03-09,Ekpoma,32.3,0.3,Cloudy
2024-03-10,Ekpoma,31.0,0.8,Cloudy
2024-03-11,Ekpoma,29.6,1.4,Cloudy
2024-03-12,Ekpoma,30.0,0.5,Cloudy
2024-03-13,Ekpoma,29.9,1.9,Cloudy
2024-03-14,Ekpoma,30.7,1.1,Cloudy
2024-03-15,Ekpoma,30.9,0.2,Cloudy
2024-03-16,Ekpoma,33.3,4.0,Rainy
2024-03-17,Ekpoma,31.1,0.0,Sunny
2024-03-18,Ekpoma,30.9,0.3,Cloudy
2024-03-19,Ekpoma,28.5,0.3,Cloudy
2024-03-20,Ekpoma,28.7,2.0,Cloudy
2024-03-21,Ekpoma,32.4,2.7,Cloudy
2024-03-22,Ekpoma,34.1,0.0,Sunny
2024-03-23,Ekpoma,29.2,0.0,Sunny
2024-03-24,Ekpoma,31.8,0.6,Cloudy
2024-03-25,Ekpoma,30.3,2.3,Cloudy
2024-03-26,Ekpoma,27.8,0.0,Sunny
2024-03-27,Ekpoma,31.5,0.0,Sunny
2024-03-28,Ekpoma,27.4,0.0,Sunny
2024-03-29,Ekpoma,29.6,1.3,Cloudy
2024-03-30,Ekpoma,29.9,0.0,Sunny
2024-03-31,Ekpoma,31.4,0.7,Cloudy
2024-04-01,Ekpoma,29.3,2.2,Cloudy
2024-04-02,Ekpoma,31.3,3.0,Rainy
2024-04-03,Ekpoma,29.1,10.2,Rainy
2024-04-04,Ekpoma,29.4,6.3,Rainy
2024-04-05,Ekpoma,26.0,8.4,Rainy
2024-04-06,Ekpoma,29.1,7.7,Rainy
2024-04-07,Ekpoma,29.3,2.2,Cloudy
2024-04-08,Ekpoma,30.3,6.0,Rainy
2024-04-09,Ekpoma,27.1,11.5,Rainy
2024-04-10,Ekpoma,26.9,9.5,Rainy
2024-04-11,Ekpoma,31.2,0.0,Sunny
2024-04-12,Ekpoma,28.8,3.9,Rainy
2024-04-13,Ekpoma,28.7,14.2,Rainy
2024-04-14,Ekpoma,27.4,3.5,Rainy
2024-04-15,Ekpoma,31.3,3.4,Rainy
2024-04-16,Ekpoma,27.6,6.3,Rainy
2024-04-17,Ekpoma,30.2,3.0,Rainy
2024-04-18,Ekpoma,29.8,0.0,Sunny
2024-04-19,Ekpoma,27.0,2.8,Cloudy
2024-04-20,Ekpoma,29.9,8.8,Rainy
2024-04-21,Ekpoma,27.2,8.6,Rainy
2024-04-22,Ekpoma,29.2,0.6,Cloudy
2024-04-23,Ekpoma,27.0,6.1,Rainy
2024-04-24,Ekpoma,30.9,5.2,Rainy
2024-04-25,Ekpoma,27.6,0.0,Sunny
2024-04-26,Ekpoma,31.3,10.2,Rainy
2024-04-27,Ekpoma,29.5,12.4,Rainy
2024-04-28,Ekpoma,29.3,2.3,Cloudy
2024-04-29,Ekpoma,29.8,0.9,Cloudy
2024-04-30,Ekpoma,27.5,8.9,Rainy
2024-05-01,Ekpoma,30.3,0.0,Sunny
2024-05-02,Ekpoma,27.1,2.8,Cloudy
2024-05-03,Ekpoma,27.9,7.4,Rainy
2024-05-04,Ekpoma,29.1,10.8,Rainy
2024-05-05,Ekpoma,29.5,1.8,Cloudy
2024-05-06,Ekpoma,26.2,5.9,Rainy
2024-05-07,Ekpoma,26.4,1.7,Cloudy
2024-05-08,Ekpoma,27.9,2.5,Cloudy
2024-05-09,Ekpoma,27.0,1.4,Cloudy
2024-05-10,Ekpoma,30.7,10.7,Rainy
2024-05-11,Ekpoma,31.3,5.1,Rainy
2024-05-12,Ekpoma,29.4,10.8,Rainy
2024-05-13,Ekpoma,26.8,9.0,Rainy
2024-05-14,Ekpoma,31.0,0.6,Cloudy
2024-05-15,Ekpoma,31.1,15.3,Rainy
2024-05-16,Ekpoma,30.2,8.0,Rainy
2024-05-17,Ekpoma,27.3,10.3,Rainy
2024-05-18,Ekpoma,27.5,6.8,Rainy
2024-05-19,Ekpoma,29.7,0.0,Sunny
2024-05-20,Ekpoma,29.6,18.1,Rainy
2024-05-21,Ekpoma,25.9,4.7,Rainy
2024-05-22,Ekpoma,26.1,0.5,Cloudy
2024-05-23,Ekpoma,26.1,5.8,Rainy
2024-05-24,Ekpoma,30.2,7.0,Rainy
2024-05-25,Ekpoma,27.6,2.0,Cloudy
2024-05-26,Ekpoma,29.4,0.5,Cloudy
2024-05-27,Ekpoma,27.0,3.8,Rainy
2024-05-28,Ekpoma,27.6,7.1,Rainy
2024-05-29,Ekpoma,30.9,18.0,Rainy
2024-05-30,Ekpoma,29.5,8.2,Rainy
2024-05-31,Ekpoma,28.1,2.3,Cloudy
2024-06-01,Ekpoma,30.9,3.6,Rainy
2024-06-02,Ekpoma,29.1,11.1,Rainy
2024-06-03,Ekpoma,28.6,12.5,Rainy
2024-06-04,Ekpoma,29.9,7.3,Rainy
2024-06-05,Ekpoma,28.0,7.5,Rainy
2024-06-06,Ekpoma,28.4,7.3,Rainy
2024-06-07,Ekpoma,28.8,9.8,Rainy
2024-06-08,Ekpoma,29.0,15.2,Rainy
2024-06-09,Ekpoma,28.6,2.3,Cloudy
2024-06-10,Ekpoma,29.5,10.4,Rainy
2024-06-11,Ekpoma,30.6,5.8,Rainy
2024-06-12,Ekpoma,29.5,6.7,Rainy
2024-06-13,Ekpoma,27.4,10.1,Rainy
2024-06-14,Ekpoma,27.1,0.0,Sunny
2024-06-15,Ekpoma,29.1,3.4,Rainy
2024-06-16,Ekpoma,30.2,7.2,Rainy
2024-06-17,Ekpoma,29.2,0.0,Sunny
2024-06-18,Ekpoma,29.0,4.7,Rainy
2024-06-19,Ekpoma,29.3,2.8,Cloudy
2024-06-20,Ekpoma,29.8,3.3,Rainy
2024-06-21,Ekpoma,29.6,9.0,Rainy
2024-06-22,Ekpoma,28.2,1.1,Cloudy
2024-06-23,Ekpoma,29.7,0.0,Sunny
2024-06-24,Ekpoma,30.7,5.1,Rainy
2024-06-25,Ekpoma,28.8,7.7,Rainy
2024-06-26,Ekpoma,29.7,5.0,Rainy
2024-06-27,Ekpoma,30.3,1.6,Cloudy
2024-06-28,Ekpoma,30.1,0.0,Sunny
2024-06-29,Ekpoma,29.8,3.4,Rainy
2024-06-30,Ekpoma,27.0,6.3,Rainy
2024-07-01,Ekpoma,26.9,0.0,Sunny
2024-07-02,Ekpoma,23.8,4.2,Rainy
2024-07-03,Ekpoma,29.4,6.6,Rainy
2024-07-04,Ekpoma,26.0,10.4,Rainy
2024-07-05,Ekpoma,28.4,11.4,Rainy
2024-07-06,Ekpoma,28.0,9.4,Rainy
2024-07-07,Ekpoma,28.1,2.6,Cloudy
2024-07-08,Ekpoma,24.5,2.4,Cloudy
2024-07-09,Ekpoma,28.7,3.1,Rainy
2024-07-10,Ekpoma,26.8,0.0,Sunny
2024-07-11,Ekpoma,26.2,5.0,Rainy
2024-07-12,Ekpoma,27.7,2.7,Cloudy
2024-07-13,Ekpoma,26.2,9.2,Rainy
2024-07-14,Ekpoma,27.5,7.2,Rainy
2024-07-15,Ekpoma,29.3,2.5,Cloudy
2024-07-16,Ekpoma,26.9,7.8,Rainy
2024-07-17,Ekpoma,25.7,6.1,Rainy
2024-07-18,Ekpoma,27.0,18.9,Rainy
2024-07-19,Ekpoma,27.1,10.8,Rainy
2024-07-20,Ekpoma,28.2,0.0,Sunny
2024-07-21,Ekpoma,24.7,6.2,Rainy
2024-07-22,Ekpoma,28.9,6.4,Rainy
2024-07-23,Ekpoma,27.1,3.6,Rainy
2024-07-24,Ekpoma,25.0,0.2,Cloudy
2024-07-25,Ekpoma,24.6,0.0,Sunny
2024-07-26,Ekpoma,26.2,8.9,Rainy
2024-07-27,Ekpoma,26.3,6.3,Rainy
2024-07-28,Ekpoma,27.2,7.5,Rainy
2024-07-29,Ekpoma,25.4,10.3,Rainy
2024-07-30,Ekpoma,24.9,2.8,Cloudy
2024-07-31,Ekpoma,27.0,8.8,Rainy
2024-08-01,Ekpoma,29.1,8.8,Rainy
2024-08-02,Ekpoma,29.1,0.9,Cloudy
2024-08-03,Ekpoma,28.8,10.1,Rainy
2024-08-04,Ekpoma,23.4,3.9,Rainy
2024-08-05,Ekpoma,27.9,2.4,Cloudy
2024-08-06,Ekpoma,25.4,15.6,Rainy
2024-08-07,Ekpoma,27.2,5.7,Rainy
2024-08-08,Ekpoma,25.0,1.9,Cloudy
2024-08-09,Ekpoma,25.7,10.4,Rainy
2024-08-10,Ekpoma,27.8,2.1,Cloudy
2024-08-11,Ekpoma,27.8,3.7,Rainy
2024-08-12,Ekpoma,27.4,6.1,Rainy
2024-08-13,Ekpoma,27.6,6.5,Rainy
2024-08-14,Ekpoma,27.6,11.3,Rainy
2024-08-15,Ekpoma,28.0,3.3,Rainy
2024-08-16,Ekpoma,26.9,11.2,Rainy
2024-08-17,Ekpoma,27.2,3.1,Rainy
2024-08-18,Ekpoma,26.1,6.4,Rainy
2024-08-19,Ekpoma,25.7,11.4,Rainy
2024-08-20,Ekpoma,25.4,12.4,Rainy
2024-08-21,Ekpoma,26.6,0.0,Sunny
2024-08-22,Ekpoma,27.3,0.2,Cloudy
2024-08-23,Ekpoma,27.1,2.1,Cloudy
2024-08-24,Ekpoma,28.4,5.7,Rainy
2024-08-25,Ekpoma,25.2,2.0,Cloudy
2024-08-26,Ekpoma,28.1,11.4,Rainy
2024-08-27,Ekpoma,26.9,0.0,Sunny
2024-08-28,Ekpoma,28.6,8.5,Rainy
2024-08-29,Ekpoma,29.0,6.5,Rainy
2024-08-30,Ekpoma,26.2,7.6,Rainy
2024-08-31,Ekpoma,27.5,2.1,Cloudy
2024-09-01,Ekpoma,27.3,4.0,Rainy
2024-09-02,Ekpoma,28.1,7.5,Rainy
2024-09-03,Ekpoma,25.4,0.0,Sunny
2024-09-04,Ekpoma,26.9,5.2,Rainy
2024-09-05,Ekpoma,28.1,7.6,Rainy
2024-09-06,Ekpoma,29.2,2.7,Cloudy
2024-09-07,Ekpoma,26.2,0.2,Cloudy
2024-09-08,Ekpoma,28.1,5.1,Rainy
2024-09-09,Ekpoma,24.2,6.0,Rainy
2024-09-10,Ekpoma,27.4,4.3,Rainy
2024-09-11,Ekpoma,27.4,0.0,Sunny
2024-09-12,Ekpoma,29.5,6.9,Rainy
2024-09-13,Ekpoma,24.3,5.0,Rainy
2024-09-14,Ekpoma,27.6,0.0,Sunny
2024-09-15,Ekpoma,27.8,13.4,Rainy
2024-09-16,Ekpoma,26.0,7.1,Rainy
2024-09-17,Ekpoma,27.3,9.8,Rainy
2024-09-18,Ekpoma,26.8,0.0,Sunny
2024-09-19,Ekpoma,28.4,0.0,Sunny
2024-09-20,Ekpoma,29.7,7.8,Rainy
2024-09-21,Ekpoma,26.1,10.5,Rainy
2024-09-22,Ekpoma,27.0,3.9,Rainy
2024-09-23,Ekpoma,26.0,0.0,Sunny
2024-09-24,Ekpoma,27.9,0.0,Sunny
2024-09-25,Ekpoma,25.8,7.2,Rainy
2024-09-26,Ekpoma,26.2,5.8,Rainy
2024-09-27,Ekpoma,25.2,3.3,Rainy
2024-09-28,Ekpoma,27.2,0.2,Cloudy
2024-09-29,Ekpoma,29.5,1.8,Cloudy
